"","Pverr_006","Pverr_007","Pverr_008","Pverr_009","Pverr_106","Pverr_108","Pverr_110","Pverr_112"
"Pver_gene_g314",262,344,310,202,79,0,40,100
"Pver_gene_g14718",147,146,173,82,151,30,40,101
"Pver_gene_g12519",50,23,48,13,262,57,210,157
"Pver_gene_g8501",0,11,6,0,27,8,16,48
"Pver_gene_g18874",90,94,53,63,218,60,87,173
"Pver_gene_g22801",60,90,91,35,36,0,23,10
"Pver_gene_g22804",254,263,266,199,1298,407,686,1036
"Pver_gene_g22807",41,31,14,0,211,74,101,263
"Pver_gene_g1483",41,47,37,23,176,56,65,192
"Pver_gene_g1480",95,82,160,108,103,29,34,84
"Pver_gene_g1486",93,130,137,117,78,12,53,78
"Pver_gene_g1485",0,0,0,0,52,37,105,29
"Pver_gene_g1489",184,124,176,85,5162,755,1353,2781
"Pver_gene_g720",219,374,397,283,23,14,16,45
"Pver_gene_g1154",43,31,57,18,200,44,45,200
"Pver_gene_g1151",208,151,290,217,79,0,29,59
"Pver_gene_g1150",167,238,222,179,753,188,252,691
"Pver_gene_g9360",417,574,699,455,137,35,92,141
"Pver_gene_g9361",126,84,112,133,410,126,234,569
"Pver_gene_g9366",0,0,0,0,21,55,61,19
"Pver_gene_g2752",84,83,80,37,276,64,136,247
"Pver_gene_g2753",23,37,31,33,159,47,62,126
"Pver_gene_g2750",0,0,0,0,68,53,45,62
"Pver_gene_g2751",250,210,216,119,103,15,15,76
"Pver_gene_g5675",0,26,35,24,162,35,112,243
"Pver_gene_g5676",462,526,607,438,93,12,103,48
"Pver_gene_g5677",0,0,0,20,146,65,58,127
"Pver_gene_g5673",35,63,27,30,263,162,254,239
"Pver_gene_g8288",0,0,0,0,119,69,28,94
"Pver_gene_g8289",0,0,0,0,305,76,126,315
"Pver_gene_g17638",101,80,69,60,21,12,20,38
"Pver_gene_g17637",19,8,0,0,152,78,87,133
"Pver_gene_g3144",31,25,20,28,92,18,152,119
"Pver_gene_g3145",41,90,63,76,420,137,153,498
"Pver_gene_g3147",233,181,207,167,843,114,639,773
"Pver_gene_g3142",81,79,103,60,48,0,33,32
"Pver_gene_g3143",0,0,0,0,197,30,151,168
"Pver_gene_g25876",0,0,0,0,118,53,144,322
"Pver_gene_g11771",0,15,0,0,511,252,264,510
"Pver_gene_g11774",0,10,44,0,1834,401,1698,1661
"Pver_gene_g11777",133,195,194,158,171,44,105,168
"Pver_gene_g13604",339,369,436,313,806,236,821,869
"Pver_gene_g16274",0,11,0,0,120,53,74,163
"Pver_gene_g16279",154,236,258,150,65,15,48,42
"Pver_gene_g19382",111,222,328,287,89,37,132,98
"Pver_gene_g12958",115,154,130,84,564,142,228,461
"Pver_gene_g12955",637,632,711,424,161,61,166,120
"Pver_gene_g12957",0,5,29,0,55,35,103,92
"Pver_gene_g14653",0,0,0,0,68,77,101,43
"Pver_novel_gene_400_5de57afd",0,0,0,0,616,125,294,802
"Pver_gene_g4266",0,9,45,15,4624,1109,2046,4520
"Pver_gene_g4267",576,444,476,397,245,49,140,230
"Pver_gene_g13383",194,212,238,119,365,111,222,356
"Pver_gene_g12165",0,20,0,0,199,57,92,175
"Pver_gene_g878",27,28,35,27,95,28,53,46
"Pver_gene_g876",0,16,33,0,722,195,309,874
"Pver_novel_gene_742_5de57afd",0,0,0,0,447,77,152,239
"Pver_gene_g297",433,321,461,214,136,30,78,166
"Pver_gene_g294",0,11,17,8,102,46,149,160
"Pver_gene_g128",124,206,279,264,0,0,0,0
"Pver_gene_g121",0,0,0,0,49,23,30,99
"Pver_gene_g122",0,19,44,24,256,19,174,560
"Pver_gene_g125",0,16,0,0,187,86,87,226
"Pver_gene_g10492",451,538,486,298,1868,707,1278,1927
"Pver_gene_g3389",52,41,55,25,372,89,182,351
"Pver_gene_g3382",141,195,239,173,9,0,6,26
"Pver_gene_g3381",0,0,36,11,217,86,84,216
"Pver_gene_g3387",41,32,26,36,265,58,155,284
"Pver_gene_g3384",62,70,73,29,269,95,114,312
"Pver_gene_g3385",0,0,0,0,135,42,83,69
"Pver_gene_g26016",0,7,53,34,5416,618,1198,4720
"Pver_gene_g7863",0,0,0,0,95,41,92,226
"Pver_gene_g7861",0,0,0,0,4486,1183,2220,7068
"Pver_gene_g7860",0,0,0,0,2323,689,1130,3231
"Pver_gene_g6408",200,156,311,147,37,9,38,64
"Pver_gene_g18144",0,0,0,0,40,33,69,22
"Pver_gene_g18140",0,29,37,7,355,138,94,300
"Pver_gene_g24677",96,42,19,23,13,6,14,29
"Pver_gene_g8716",156,197,199,94,49,12,49,23
"Pver_gene_g8717",89,123,153,133,81,12,53,83
"Pver_gene_g1834",7,20,17,51,119,31,145,157
"Pver_gene_g9446",20,29,33,32,6,0,11,0
"Pver_gene_g16451",15,23,19,65,0,0,0,0
"Pver_gene_g16458",0,0,18,22,393,153,161,366
"Pver_gene_g2711",0,0,0,0,59,39,39,59
"Pver_gene_g94",72,66,83,62,152,36,100,187
"Pver_gene_g91",0,0,0,0,229,147,104,303
"Pver_gene_g93",0,21,28,9,209,45,65,293
"Pver_gene_g92",0,0,0,0,114,53,87,30
"Pver_gene_g12364",233,235,166,185,169,21,51,182
"Pver_gene_g17463",0,9,0,0,25,42,47,57
"Pver_gene_g17461",28,0,32,40,338,138,98,233
"Pver_gene_g17460",91,75,72,47,13,0,29,18
"Pver_gene_g10857",0,17,0,0,97,29,79,82
"Pver_gene_g10271",29,50,58,65,154,29,232,273
"Pver_gene_g10270",0,0,0,0,41,16,17,57
"Pver_gene_g15739",0,0,0,0,52,77,100,51
"Pver_gene_g13164",309,331,421,241,213,67,216,314
"Pver_gene_g23096",0,0,0,0,172,18,45,88
"Pver_gene_g13191",33,48,57,51,0,0,0,0
"Pver_gene_g13197",0,32,67,9,123,43,107,185
"Pver_gene_g13194",0,0,0,0,72,33,48,146
"Pver_gene_g13198",0,0,0,0,90,65,85,39
"Pver_gene_g8812",0,0,0,0,341,106,160,435
"Pver_gene_g8811",0,0,0,0,91,23,103,126
"Pver_gene_g6884",99,180,196,128,0,9,26,15
"Pver_gene_g623",865,690,697,466,193,68,73,156
"Pver_gene_g6889",58,59,96,73,273,69,154,204
"Pver_gene_g626",49,64,131,98,294,82,127,296
"Pver_gene_g8907",284,360,573,438,140,24,83,111
"Pver_gene_g8906",0,39,38,0,110,79,84,299
"Pver_gene_g8903",562,566,644,493,1420,278,540,1725
"Pver_gene_g2998",297,352,261,227,94,54,89,147
"Pver_gene_g2999",24,20,25,54,146,23,87,213
"Pver_gene_g19130",0,0,0,0,104,18,54,160
"Pver_gene_g18268",0,11,31,14,72,25,79,88
"Pver_gene_g3642",0,0,0,0,977,992,656,1355
"Pver_gene_g3649",0,0,14,19,125,48,91,170
"Pver_gene_g10801",0,0,0,0,211,42,69,252
"Pver_gene_g1640",85,98,123,106,541,129,216,490
"Pver_gene_g4691",102,140,140,114,24,10,58,62
"Pver_gene_g4690",74,142,115,90,58,20,49,52
"Pver_gene_g4692",0,0,0,0,62,23,34,122
"Pver_gene_g4960",0,0,0,0,34,12,27,35
"Pver_gene_g4966",0,0,0,0,76,20,53,101
"Pver_gene_g4965",19,0,0,0,149,27,28,137
"Pver_gene_g23285",74,18,12,29,399,104,342,302
"Pver_gene_g23287",79,79,124,99,178,59,137,226
"Pver_gene_g23283",61,45,106,30,233,59,158,280
"Pver_gene_g2523",0,0,0,0,89,17,46,57
"Pver_gene_g5890",128,180,192,91,856,299,388,579
"Pver_gene_g428",29,29,53,36,0,0,0,8
"Pver_gene_g423",741,963,800,608,649,205,430,721
"Pver_gene_g422",0,0,0,0,47,18,21,64
"Pver_gene_g425",1297,1558,1937,1396,4776,1169,2251,4966
"Pver_gene_g424",23,24,22,0,282,66,118,274
"Pver_gene_g12662",0,0,0,0,316,71,70,238
"Pver_gene_g12661",0,0,0,0,169,86,78,94
"Pver_gene_g397",194,201,242,290,173,62,77,218
"Pver_gene_g395",129,187,257,178,28,0,16,0
"Pver_gene_g394",32,31,0,31,266,83,64,266
"Pver_gene_g14792",17,67,67,28,175,45,155,176
"Pver_gene_g398",27,29,50,0,309,158,203,426
"Pver_gene_g14794",434,424,523,344,126,62,61,130
"Pver_gene_g14797",753,973,1350,713,328,214,207,342
"Pver_gene_g6505",128,215,172,195,84,70,52,104
"Pver_gene_g3756",67,100,116,66,28,11,9,0
"Pver_gene_g6503",18,23,41,24,166,42,83,168
"Pver_gene_g13220",169,166,211,138,416,71,211,393
"Pver_gene_g13226",0,0,0,0,150,113,115,211
"Pver_gene_g15942",44,114,109,116,748,352,377,569
"Pver_gene_g15943",182,243,290,197,416,323,296,368
"Pver_gene_g15941",556,918,1280,875,3101,625,1099,2185
"Pver_gene_g15944",264,201,349,252,81,13,85,102
"Pver_gene_g15831_gene_g15832",41,52,44,62,191,102,144,178
"Pver_novel_gene_305_5de57afd",0,0,0,0,333,437,193,323
"Pver_gene_g25755",88,101,108,62,0,0,0,0
"Pver_gene_g25751",0,0,168,139,1567,91,1050,2263
"Pver_gene_g7129",152,153,159,121,43,15,26,64
"Pver_gene_g7126",0,0,0,0,119,68,49,180
"Pver_gene_g7127",26,50,34,25,377,132,261,506
"Pver_gene_g7125",0,29,49,34,5949,1045,2234,5654
"Pver_novel_gene_474_5de57afd",5,9,7,6,204,133,76,154
"Pver_gene_g9674",45,5,23,38,205,25,75,241
"Pver_gene_g9677",296,340,361,311,90,21,43,123
"Pver_gene_g21268",0,0,0,0,94,17,99,690
"Pver_gene_g26476",0,0,0,0,280,40,99,477
"Pver_gene_g26473",0,30,21,11,81,43,176,85
"Pver_gene_g16145",204,261,205,201,84,7,36,63
"Pver_gene_g21265",0,6,5,3,51,72,175,54
"Pver_gene_g2811",0,5,19,0,77,19,29,30
"Pver_gene_g2817",149,184,109,80,1191,468,810,1859
"Pver_gene_g6312",30,24,45,34,256,44,96,75
"Pver_gene_g10429",0,15,0,0,106,26,60,53
"Pver_novel_gene_672_5de57afd",0,10,0,0,97,12,30,68
"Pver_gene_g16968",0,6,12,0,219,37,184,157
"Pver_gene_g23329",0,0,9,0,33,33,87,34
"Pver_gene_g23327",0,0,0,0,146,272,52,448
"Pver_gene_g5137",22,30,38,35,19,0,0,11
"Pver_gene_g5136",163,370,375,377,1608,308,457,1882
"Pver_gene_g5134",0,0,0,4,71,17,36,103
"Pver_gene_g5139",232,251,243,216,64,58,95,94
"Pver_gene_g5138",0,3,4,0,45,13,44,48
"Pver_gene_g13870",0,16,0,0,81,26,73,36
"Pver_gene_g13871",26,0,0,0,115,77,440,189
"Pver_gene_g15097",0,24,93,14,12195,2527,4119,12258
"Pver_gene_g15322",0,7,26,21,483,128,186,404
"Pver_gene_g217",0,0,0,0,308,237,83,487
"Pver_gene_g214",156,219,210,99,72,60,80,99
"Pver_gene_g212",52,75,86,45,564,242,262,714
"Pver_gene_g213",175,107,184,83,316,106,139,403
"Pver_gene_g218",0,0,0,0,1344,1292,476,2814
"Pver_gene_g10747",286,306,393,210,722,269,411,943
"Pver_gene_g12231",0,0,0,0,76,23,75,103
"Pver_gene_g3301",0,0,0,0,88,14,20,53
"Pver_gene_g3306",245,456,582,434,170,26,141,105
"Pver_gene_g8466",159,106,142,96,0,0,0,17
"Pver_gene_g8462",0,17,38,17,92,104,79,136
"Pver_gene_g8463",0,27,8,0,125,27,50,53
"Pver_gene_g8460",0,0,0,0,37,32,42,42
"Pver_gene_g8461",26,24,65,37,276,57,209,230
"Pver_gene_g6487",0,24,55,0,64,135,288,115
"Pver_gene_g6484",14,22,28,16,10,0,0,0
"Pver_gene_g6482",0,8,0,0,50,17,36,17
"Pver_gene_g6480",31,48,68,33,248,24,127,247
"Pver_gene_g8798",398,364,368,177,23,0,24,29
"Pver_gene_g8799",0,38,36,10,318,54,107,215
"Pver_gene_g8793",781,971,1200,910,201,70,107,227
"Pver_gene_g8794",0,0,0,0,173,160,142,125
"Pver_gene_g25549",0,0,4,2,195,19,155,170
"Pver_gene_g7351",1147,1846,1811,1323,1244,342,283,1105
"Pver_gene_g7352",0,14,0,20,130,59,116,93
"Pver_gene_g1213",78,152,218,127,0,13,21,28
"Pver_gene_g1211",145,148,94,0,1193,210,358,1168
"Pver_gene_g25684",0,0,0,0,1074,337,608,803
"Pver_gene_g6977",0,0,0,0,41,39,55,27
"Pver_gene_g6973",358,387,411,284,128,52,182,171
"Pver_gene_g6970",0,0,7,0,526,169,216,766
"Pver_gene_g6971",59,69,74,78,14,0,15,4
"Pver_gene_g6978",0,0,0,0,65,81,56,79
"Pver_gene_g23652",0,0,0,0,39,25,25,82
"Pver_gene_g5448",0,25,37,0,167,69,52,140
"Pver_gene_g17173",235,216,262,185,150,34,103,158
"Pver_gene_g17174",0,0,0,0,131,18,62,55
"Pver_gene_g3849",17,31,67,42,632,181,233,508
"Pver_gene_g9585",105,67,107,81,322,52,127,228
"Pver_gene_g25935",54,58,44,26,56,67,86,116
"Pver_gene_g25930",109,79,119,73,196,75,96,199
"Pver_gene_g25932",0,0,0,0,56,19,27,44
"Pver_gene_g11636",0,0,0,0,667,414,475,1487
"Pver_gene_g11631",823,819,890,585,2708,1034,1842,4417
"Pver_gene_g11632",992,1025,1423,894,214,61,160,310
"Pver_gene_g11633",131,222,272,78,33,0,25,42
"Pver_gene_g18752",109,112,101,81,375,287,340,551
"Pver_gene_g11187",0,32,21,10,40,51,86,92
"Pver_gene_g10585",344,228,326,207,172,46,121,130
"Pver_gene_g10583",57,18,24,20,0,0,0,11
"Pver_gene_g10589",11,20,32,24,86,20,55,62
"Pver_gene_g16227_gene_g16229",65,20,29,30,6,0,12,0
"Pver_gene_g17915",87,88,98,76,182,70,221,201
"Pver_gene_g18871",29,38,70,31,23,6,9,24
"Pver_gene_g14462",64,37,39,22,241,77,109,196
"Pver_gene_g14460",854,865,1152,778,65,46,76,69
"Pver_gene_g14464",292,244,297,207,992,261,683,1177
"Pver_gene_g4453",30,73,54,13,97,111,118,131
"Pver_gene_g4451",0,4,0,0,63,47,70,108
"Pver_gene_g4456",16,11,27,0,39,21,61,106
"Pver_gene_g3568",53,100,111,67,37,0,25,23
"Pver_gene_g14359",0,22,17,0,235,52,109,286
"Pver_gene_g8989",44,33,23,30,100,148,117,251
"Pver_gene_g8988",0,0,0,0,1093,311,491,1145
"Pver_gene_g6726",136,233,121,123,96,17,90,86
"Pver_gene_g6728",0,0,4,15,34,29,89,33
"Pver_gene_g8618",713,894,1242,650,582,324,592,623
"Pver_gene_g1974",366,680,761,619,74,0,33,77
"Pver_gene_g25662",1079,1516,1881,1324,633,309,687,779
"Pver_gene_g25663",0,30,31,0,171,78,91,108
"Pver_gene_g25664",0,0,0,0,93,55,75,122
"Pver_gene_g25665",0,0,0,0,379,23,178,322
"Pver_gene_g25666",810,742,678,393,516,97,211,527
"Pver_gene_g17282",0,0,0,0,25,12,17,39
"Pver_gene_g1397",154,130,92,80,0,0,20,0
"Pver_gene_g1396",0,34,54,44,3388,250,1424,3564
"Pver_gene_g1391",276,282,329,248,234,39,154,283
"Pver_gene_g9569",39,112,87,85,0,9,29,19
"Pver_gene_g16889",0,0,0,0,184,85,81,213
"Pver_gene_g1021",17,10,21,13,1168,156,583,2124
"Pver_gene_g1020",71,61,80,62,246,46,109,167
"Pver_gene_g4613",0,0,61,0,4603,921,1373,4899
"Pver_gene_g4612",0,0,0,0,135,58,101,156
"Pver_gene_g2612",217,218,310,192,392,114,412,626
"Pver_gene_g2610",460,458,516,323,213,55,60,116
"Pver_gene_g2614",117,78,81,83,9,20,5,0
"Pver_gene_g26588",0,0,0,0,119,29,67,93
"Pver_gene_g14248",68,106,133,95,0,0,25,0
"Pver_gene_g14243",193,251,347,216,119,40,133,73
"Pver_gene_g14240",32,0,12,0,573,110,258,505
"Pver_gene_g14241",0,17,0,17,271,136,154,321
"Pver_gene_g14246",93,85,158,63,240,59,117,200
"Pver_gene_g14247",270,124,119,157,118,18,46,124
"Pver_gene_g14244",69,157,129,99,23,12,19,50
"Pver_gene_g18548",0,14,29,23,149,43,67,107
"Pver_gene_g13738",63,42,55,46,0,7,0,0
"Pver_gene_g15677",136,153,204,131,5416,1443,2562,5090
"Pver_gene_g15670",98,160,132,106,12,0,0,0
"Pver_gene_g15679",19,43,29,12,125,23,117,99
"Pver_gene_g13095",144,319,358,173,1183,535,458,999
"Pver_gene_g13093",0,0,53,27,96,218,204,122
"Pver_gene_g11803",0,0,0,0,98,21,68,114
"Pver_gene_g11808",57,59,128,32,241,43,100,158
"Pver_gene_g905",0,0,0,0,47,21,66,22
"Pver_gene_g16097",0,5,38,0,3904,769,2179,6069
"Pver_gene_g16091",0,0,0,0,33,19,22,64
"Pver_gene_g16092",0,0,0,0,63,16,28,45
"Pver_gene_g9155",83,178,209,134,787,266,420,828
"Pver_gene_g9154",0,6,0,0,70,48,31,109
"Pver_gene_g9150",0,0,0,0,54,29,25,111
"Pver_gene_g9152",0,0,12,0,47,8,24,50
"Pver_gene_g1930",6,12,7,7,107,38,35,104
"Pver_gene_g5819",81,112,132,73,42,12,25,67
"Pver_gene_g5811",0,0,0,0,142,34,35,242
"Pver_gene_g9846",212,223,305,219,54,0,66,64
"Pver_gene_g2899",0,4,0,0,24,17,20,28
"Pver_gene_g6396",50,45,31,54,25,0,7,0
"Pver_gene_g6394",46,105,135,91,24,0,16,0
"Pver_gene_g6390",62,41,40,29,133,22,78,203
"Pver_gene_g3767",257,373,474,300,206,89,155,294
"Pver_gene_g7446",16,6,15,25,73,28,32,70
"Pver_gene_g7441",184,146,179,132,530,157,374,516
"Pver_gene_g8089",22,6,9,7,42,212,16,195
"Pver_gene_g18038",0,0,0,0,113,67,179,184
"Pver_gene_g8008",62,35,51,49,205,45,55,192
"Pver_gene_g8001",69,60,70,61,37,4,18,0
"Pver_gene_g1722",0,0,0,14,78,19,48,92
"Pver_gene_g1721",30,39,49,30,0,0,0,0
"Pver_gene_g4801",59,84,87,46,41,14,36,75
"Pver_gene_g4803",1427,1483,1707,1089,475,43,221,578
"Pver_gene_g14832",0,0,0,17,70,47,55,73
"Pver_gene_g2408",0,0,8,0,95,86,59,173
"Pver_gene_g2409",0,20,28,0,134,59,102,158
"Pver_gene_g2402",112,196,196,194,74,17,26,74
"Pver_gene_g2400",93,119,182,116,633,159,151,587
"Pver_gene_g2406",0,0,0,0,485,179,205,426
"Pver_gene_g2404",0,7,9,4,415,64,121,361
"Pver_gene_g2405",237,250,481,203,198,42,102,292
"Pver_gene_g11922",68,52,124,75,70,8,20,13
"Pver_gene_g15015",0,29,12,0,120,22,135,199
"Pver_gene_g15019",61,44,75,75,25,0,15,42
"Pver_gene_g18869",245,333,355,167,84,15,69,74
"Pver_gene_g12745",0,0,0,0,160,135,27,765
"Pver_gene_g11217",0,0,8,0,1048,382,403,797
"Pver_gene_g13508",0,17,10,21,44,97,122,48
"Pver_gene_g13500",83,109,81,94,48,26,27,50
"Pver_gene_g15820",69,104,90,81,72,32,34,43
"Pver_gene_g15823",0,0,0,0,22,11,16,78
"Pver_gene_g15822",0,0,0,0,33,13,14,27
"Pver_gene_g15829",606,668,831,604,215,79,203,292
"Pver_gene_g7602",0,0,0,0,3845,727,1553,4054
"Pver_gene_g7600",19,38,59,49,212,53,91,265
"Pver_gene_g7604",42,34,47,0,231,72,416,319
"Pver_gene_g1292",691,528,721,361,85,31,44,79
"Pver_gene_g1295",101,89,89,81,359,147,233,284
"Pver_gene_g1299",0,0,0,0,174,28,128,212
"Pver_gene_g5995",0,0,0,0,37,22,50,19
"Pver_gene_g5994",97,104,100,48,250,71,286,326
"Pver_gene_g9294",313,403,441,260,156,54,100,194
"Pver_gene_g2177",462,599,590,404,215,51,107,268
"Pver_gene_g2174",53,93,66,75,395,364,327,578
"Pver_gene_g16628",0,40,34,15,149,74,137,128
"Pver_gene_g16629",0,0,9,12,150,18,14,72
"Pver_gene_g6215",179,211,301,174,437,134,196,425
"Pver_gene_g6219",0,10,0,0,48,14,22,71
"Pver_gene_g19220",0,37,54,37,603,88,238,342
"Pver_gene_g10505",103,76,47,39,291,192,253,401
"Pver_gene_g10500",683,1173,1030,666,162,60,77,159
"Pver_gene_g10503",0,0,0,0,105,74,62,91
"Pver_gene_g1885",76,73,88,34,402,134,166,365
"Pver_gene_g1884",0,10,22,0,419,167,211,413
"Pver_gene_g17993",49,92,102,62,63,24,33,61
"Pver_gene_g3303",172,145,160,69,636,234,498,611
"Pver_gene_g6157",7,18,0,0,89,30,52,70
"Pver_gene_g6151",42,14,22,6,496,133,238,605
"Pver_gene_g6153",27,22,59,28,293,262,154,505
"Pver_gene_g26075",19,23,26,14,250,31,42,255
"Pver_gene_g14978",192,274,228,147,38,19,47,30
"Pver_gene_g14975",219,315,353,169,71,39,45,74
"Pver_gene_g14976",801,1057,1304,923,521,165,207,465
"Pver_gene_g14977",0,0,0,0,29,25,25,24
"Pver_gene_g17331",228,304,281,204,52,18,78,71
"Pver_gene_g17251",0,42,61,53,691,211,337,698
"Pver_gene_g5766",0,0,21,0,156,150,114,140
"Pver_gene_g5764",0,0,0,0,204,55,104,183
"Pver_gene_g7689",110,91,122,103,68,30,22,73
"Pver_gene_g7688",58,70,65,48,156,72,90,162
"Pver_gene_g17257",0,0,8,0,128,20,175,84
"Pver_gene_g20028",22,4,13,0,81,39,22,47
"Pver_gene_g2239",0,0,20,0,3247,234,1879,3386
"Pver_gene_g2233",76,26,39,76,12,0,2,0
"Pver_gene_g2232",66,186,204,88,366,206,239,328
"Pver_gene_g2235",0,0,0,0,349,156,323,385
"Pver_gene_g2234",0,13,13,0,38,61,51,98
"Pver_gene_g15200",0,0,0,0,82,46,206,252
"Pver_gene_g23237",22,0,77,47,315,110,270,517
"Pver_gene_g23233",165,216,160,109,465,256,298,342
"Pver_gene_g26604",264,214,253,163,544,147,221,443
"Pver_gene_g12832",0,0,0,0,90,49,67,66
"Pver_gene_g554",0,0,0,0,382,85,163,413
"Pver_gene_g556",0,0,0,12,266,73,139,214
"Pver_gene_g552",52,39,48,18,0,4,6,0
"Pver_gene_g8138",22,26,15,28,205,29,152,227
"Pver_gene_g14157",1417,1573,2136,1439,402,125,192,389
"Pver_gene_g14154",251,204,333,255,12137,2960,5682,12451
"Pver_gene_g14152",134,123,128,108,438,197,458,436
"Pver_gene_g14159",0,0,0,0,550,231,320,875
"Pver_gene_g15784",0,0,0,0,54,17,23,48
"Pver_gene_g15788",0,28,145,50,11299,2265,3591,10106
"Pver_gene_g15789",28,21,32,25,330,107,126,308
"Pver_gene_g6053",118,164,199,53,340,111,230,271
"Pver_gene_g6057",193,347,426,271,121,62,115,202
"Pver_gene_g22977",194,246,230,145,94,62,62,90
"Pver_gene_g7017",1288,1624,2455,1534,1321,408,663,1274
"Pver_gene_g7015",136,169,219,145,106,21,39,83
"Pver_gene_g1315",83,139,117,99,0,0,5,0
"Pver_gene_g1314",89,51,80,51,306,45,91,168
"Pver_gene_g1313",42,58,51,61,134,65,178,178
"Pver_gene_g1311",95,135,111,65,1097,336,485,1065
"Pver_gene_g16802",0,0,17,0,141,37,20,117
"Pver_gene_g6833",66,44,43,16,10,0,0,0
"Pver_gene_g408",0,2,0,0,202,15,159,263
"Pver_gene_g5563",0,22,0,18,390,56,173,320
"Pver_gene_g5565",138,193,348,210,827,158,221,866
"Pver_gene_g17036",0,0,40,0,880,90,389,900
"Pver_gene_g17037",0,0,0,0,121,35,55,164
"Pver_gene_g17032",0,0,22,0,981,567,691,2538
"Pver_gene_g17038",0,0,18,0,1933,1188,726,5067
"Pver_gene_g17039",0,0,0,0,456,152,90,641
"Pver_novel_gene_333_5de57afd",0,0,0,0,37,16,69,101
"Pver_gene_g2035",489,619,460,312,216,46,102,235
"Pver_gene_g2034",0,29,14,13,233,65,71,139
"Pver_gene_g2033",86,72,144,51,486,165,266,390
"Pver_gene_g2031",0,0,0,0,47,63,18,72
"Pver_gene_g16785",392,456,425,380,120,42,152,179
"Pver_gene_g16784",85,71,67,52,11,6,11,0
"Pver_gene_g16786",34,74,62,44,274,41,165,309
"Pver_gene_g16783",181,91,141,57,11,0,28,35
"Pver_gene_g3079",78,107,140,67,20,0,25,34
"Pver_gene_g11069",0,0,0,0,645,137,398,950
"Pver_gene_g11068",0,0,0,0,836,175,403,1252
"Pver_gene_g10338",290,462,534,395,25516,5603,8631,23081
"Pver_gene_g10339",415,270,430,408,119,27,63,72
"Pver_gene_g12860",171,145,154,101,49,27,45,32
"Pver_gene_g12861",0,0,13,24,123,58,100,151
"Pver_gene_g12869",0,0,0,0,141,14,17,105
"Pver_gene_g14548",63,192,190,104,66,0,50,12
"Pver_gene_g14545",0,20,0,10,1051,246,377,958
"Pver_gene_g14546",0,0,0,0,86,64,26,96
"Pver_gene_g14541",101,47,79,22,0,3,12,0
"Pver_gene_g4311",0,0,0,0,54,26,35,41
"Pver_gene_g4312",0,0,23,0,692,306,426,713
"Pver_gene_g4315",661,560,845,642,152,26,67,143
"Pver_gene_g4316",349,482,513,330,4635,2756,1781,8610
"Pver_gene_g4317",0,55,43,24,128,110,96,316
"Pver_gene_g4318",0,0,0,0,44,18,78,79
"Pver_gene_g13019",112,91,114,82,1519,484,841,1787
"Pver_gene_g13016",0,0,0,0,123,57,131,135
"Pver_gene_g13015",263,281,181,119,52,26,41,78
"Pver_gene_g13011",14,9,26,12,116,44,71,84
"Pver_gene_g23256",0,0,4,0,32,24,23,46
"Pver_gene_g23255",222,280,279,255,38,21,52,73
"Pver_gene_g5041",26,62,123,40,161,55,114,314
"Pver_gene_g13909",0,72,42,19,4530,788,1066,4357
"Pver_gene_g12053",59,73,53,9,198,69,70,184
"Pver_gene_g11508",25,41,67,16,515,237,422,484
"Pver_gene_g11509",0,0,8,0,177,38,81,247
"Pver_gene_g15430",0,0,0,0,32,12,35,76
"Pver_gene_g326",0,4,28,0,188,45,81,271
"Pver_gene_g325",0,0,14,0,2976,681,1135,3234
"Pver_gene_g328",0,0,0,0,442,252,103,195
"Pver_gene_g8869",39,18,21,16,93,15,52,110
"Pver_gene_g3277",222,327,385,309,85,38,23,58
"Pver_gene_g3274",84,139,185,123,31,4,0,55
"Pver_gene_g3275",0,16,32,0,3543,1193,1324,4457
"Pver_gene_g7199",73,59,56,50,0,4,11,0
"Pver_gene_g6577",0,0,17,6,542,195,146,417
"Pver_gene_g6575",118,166,172,105,520,109,153,252
"Pver_gene_g7220",237,226,309,228,69,10,37,53
"Pver_gene_g7223",41,33,31,3,110,64,104,42
"Pver_gene_g7225",132,153,189,95,227,174,208,268
"Pver_gene_g7227",0,8,23,0,36,40,31,57
"Pver_gene_g8086",85,141,131,57,307,120,185,298
"Pver_novel_gene_618_5de57afd",0,22,14,0,124,15,46,117
"Pver_gene_g8082",18,18,33,41,43,52,110,56
"Pver_gene_g22784",195,242,230,146,506,171,478,805
"Pver_gene_g22785",0,0,0,0,1113,258,714,1663
"Pver_gene_g22782",576,965,814,628,427,137,244,591
"Pver_gene_g25783",133,117,180,90,63,10,39,31
"Pver_gene_g25780",30,16,17,0,311,82,82,248
"Pver_gene_g25786",128,191,249,130,565,210,175,460
"Pver_gene_g9682",0,15,0,0,192,36,74,62
"Pver_gene_g9685",0,0,0,0,61,21,35,39
"Pver_gene_g1106",270,408,577,387,1430,487,2688,1197
"Pver_gene_g1104",0,0,19,0,537,56,1105,520
"Pver_gene_g1103",0,0,0,0,36,13,23,31
"Pver_gene_g1101",0,0,0,0,131,28,90,135
"Pver_gene_g9353",221,199,246,183,56,9,0,77
"Pver_gene_g9355",0,43,66,0,173,177,387,127
"Pver_gene_g4557",0,0,73,0,6783,873,2138,6926
"Pver_gene_g4555",71,110,83,75,18,11,24,0
"Pver_gene_g4552",230,230,261,232,687,179,293,874
"Pver_gene_g4553",0,0,0,0,156,77,226,350
